DATE,HPCP,STATION,STATION_NAME
20130501 10:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130501 11:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130501 13:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130501 14:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130501 15:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130501 16:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130502 02:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130502 03:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130502 04:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130502 05:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130502 06:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130502 08:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130502 09:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130502 10:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130502 11:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130505 18:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130506 01:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130506 02:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130506 03:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130506 04:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130506 05:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20130506 06:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130506 07:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130506 08:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130506 10:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130506 11:00,0.2,COOP:317069,RALEIGH AIRPORT NC US
20130506 12:00,0.03,COOP:317069,RALEIGH AIRPORT NC US
20130506 13:00,0.34,COOP:317069,RALEIGH AIRPORT NC US
20130506 14:00,0.61,COOP:317069,RALEIGH AIRPORT NC US
20130506 15:00,0.17,COOP:317069,RALEIGH AIRPORT NC US
20130506 16:00,0.03,COOP:317069,RALEIGH AIRPORT NC US
20130507 13:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130508 03:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130508 04:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130508 05:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130508 06:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130508 07:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130508 20:00,0.13,COOP:317069,RALEIGH AIRPORT NC US
20130508 21:00,0.03,COOP:317069,RALEIGH AIRPORT NC US
20130508 23:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130511 16:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130511 17:00,0.3,COOP:317069,RALEIGH AIRPORT NC US
20130518 12:00,0.13,COOP:317069,RALEIGH AIRPORT NC US
20130518 13:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130518 21:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130518 22:00,0.22,COOP:317069,RALEIGH AIRPORT NC US
20130518 23:00,0.04,COOP:317069,RALEIGH AIRPORT NC US
20130519 00:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130519 01:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130519 02:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130519 03:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130519 04:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130519 11:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130519 13:00,0.05,COOP:317069,RALEIGH AIRPORT NC US
20130519 20:00,0.38,COOP:317069,RALEIGH AIRPORT NC US
20130519 21:00,0.08,COOP:317069,RALEIGH AIRPORT NC US
20130520 00:00,0.03,COOP:317069,RALEIGH AIRPORT NC US
20130520 03:00,0.13,COOP:317069,RALEIGH AIRPORT NC US
20130520 04:00,0.27,COOP:317069,RALEIGH AIRPORT NC US
20130520 05:00,0.07,COOP:317069,RALEIGH AIRPORT NC US
20130520 06:00,0.07,COOP:317069,RALEIGH AIRPORT NC US
20130520 07:00,0.03,COOP:317069,RALEIGH AIRPORT NC US
20130520 08:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130520 09:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20130520 10:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130520 11:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130520 12:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130520 14:00,0.31,COOP:317069,RALEIGH AIRPORT NC US
20130520 15:00,0.55,COOP:317069,RALEIGH AIRPORT NC US
20130520 16:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130521 07:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130521 08:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130522 18:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130523 04:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130523 06:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130524 00:00,0.18,COOP:317069,RALEIGH AIRPORT NC US
20130601 01:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130602 23:00,0.04,COOP:317069,RALEIGH AIRPORT NC US
20130603 00:00,0.07,COOP:317069,RALEIGH AIRPORT NC US
20130603 01:00,0.07,COOP:317069,RALEIGH AIRPORT NC US
20130603 02:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130603 03:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130603 04:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130603 05:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130603 06:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130603 07:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20130603 08:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130603 09:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130603 18:00,0.32,COOP:317069,RALEIGH AIRPORT NC US
20130603 19:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130606 04:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130606 05:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130606 11:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130606 12:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130606 13:00,0.04,COOP:317069,RALEIGH AIRPORT NC US
20130606 14:00,0.03,COOP:317069,RALEIGH AIRPORT NC US
20130606 15:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20130606 16:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130606 17:00,0.15,COOP:317069,RALEIGH AIRPORT NC US
20130606 18:00,0.11,COOP:317069,RALEIGH AIRPORT NC US
20130606 20:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130606 21:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20130606 22:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130606 23:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130607 00:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130607 01:00,0.05,COOP:317069,RALEIGH AIRPORT NC US
20130607 02:00,0.04,COOP:317069,RALEIGH AIRPORT NC US
20130607 03:00,0.06,COOP:317069,RALEIGH AIRPORT NC US
20130607 04:00,0.62,COOP:317069,RALEIGH AIRPORT NC US
20130607 05:00,0.25,COOP:317069,RALEIGH AIRPORT NC US
20130607 06:00,0.12,COOP:317069,RALEIGH AIRPORT NC US
20130607 07:00,0.09,COOP:317069,RALEIGH AIRPORT NC US
20130607 08:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130607 09:00,0.07,COOP:317069,RALEIGH AIRPORT NC US
20130607 10:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20130607 11:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130607 12:00,0.04,COOP:317069,RALEIGH AIRPORT NC US
20130607 13:00,1.64,COOP:317069,RALEIGH AIRPORT NC US
20130607 14:00,1.77,COOP:317069,RALEIGH AIRPORT NC US
20130607 15:00,0.26,COOP:317069,RALEIGH AIRPORT NC US
20130607 16:00,0.11,COOP:317069,RALEIGH AIRPORT NC US
20130607 17:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130607 21:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130607 22:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130607 23:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130608 00:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130608 01:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130608 02:00,0.04,COOP:317069,RALEIGH AIRPORT NC US
20130608 03:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130608 04:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130608 10:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130609 20:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130609 21:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130610 07:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130610 09:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130610 10:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130610 11:00,0.26,COOP:317069,RALEIGH AIRPORT NC US
20130610 12:00,0.2,COOP:317069,RALEIGH AIRPORT NC US
20130610 13:00,0.12,COOP:317069,RALEIGH AIRPORT NC US
20130610 14:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130610 17:00,0.08,COOP:317069,RALEIGH AIRPORT NC US
20130610 23:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130611 00:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130613 17:00,0.04,COOP:317069,RALEIGH AIRPORT NC US
20130613 18:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130617 21:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130617 22:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130617 23:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130618 00:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130618 01:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130618 07:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130618 08:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130618 18:00,0.06,COOP:317069,RALEIGH AIRPORT NC US
20130618 19:00,0.07,COOP:317069,RALEIGH AIRPORT NC US
20130618 20:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130618 21:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130618 22:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130622 13:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130623 12:00,0.03,COOP:317069,RALEIGH AIRPORT NC US
20130623 13:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130624 13:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130625 13:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130626 19:00,0.28,COOP:317069,RALEIGH AIRPORT NC US
20130626 20:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130626 21:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130627 16:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130628 18:00,0.37,COOP:317069,RALEIGH AIRPORT NC US
20130628 19:00,0.09,COOP:317069,RALEIGH AIRPORT NC US
20130628 22:00,0.04,COOP:317069,RALEIGH AIRPORT NC US
20130628 23:00,0.73,COOP:317069,RALEIGH AIRPORT NC US
20130629 00:00,0.43,COOP:317069,RALEIGH AIRPORT NC US
20130629 01:00,0.1,COOP:317069,RALEIGH AIRPORT NC US
20130630 16:00,0.86,COOP:317069,RALEIGH AIRPORT NC US
20130630 18:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130630 19:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20130630 20:00,0.08,COOP:317069,RALEIGH AIRPORT NC US
20130630 21:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130630 22:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20130701 01:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130701 06:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130701 07:00,0.55,COOP:317069,RALEIGH AIRPORT NC US
20130701 08:00,0.14,COOP:317069,RALEIGH AIRPORT NC US
20130701 12:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130701 13:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130701 14:00,0.03,COOP:317069,RALEIGH AIRPORT NC US
20130701 22:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130701 23:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130702 00:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130702 01:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130702 03:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130702 04:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130702 09:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130702 10:00,0.05,COOP:317069,RALEIGH AIRPORT NC US
20130702 11:00,0.09,COOP:317069,RALEIGH AIRPORT NC US
20130702 12:00,0.11,COOP:317069,RALEIGH AIRPORT NC US
20130702 13:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20130702 14:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130702 15:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130702 16:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130702 17:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130702 18:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130702 19:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130702 20:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130702 21:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130702 22:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130702 23:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130703 11:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130703 12:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130703 16:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130704 10:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130706 14:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130708 20:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130709 16:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130709 17:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130710 17:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130710 18:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20130710 22:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20130710 23:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130711 13:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130711 14:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130711 15:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130711 16:00,0.06,COOP:317069,RALEIGH AIRPORT NC US
20130711 17:00,0.04,COOP:317069,RALEIGH AIRPORT NC US
20130711 18:00,0.03,COOP:317069,RALEIGH AIRPORT NC US
20130711 19:00,0.04,COOP:317069,RALEIGH AIRPORT NC US
20130711 20:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130711 22:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130711 23:00,0.03,COOP:317069,RALEIGH AIRPORT NC US
20130712 00:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130712 01:00,0.05,COOP:317069,RALEIGH AIRPORT NC US
20130712 02:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130712 03:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130712 05:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130712 06:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130712 15:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130712 20:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130712 21:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130713 03:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130713 04:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130713 05:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130713 08:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130713 09:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130713 10:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130713 11:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130713 13:00,0.34,COOP:317069,RALEIGH AIRPORT NC US
20130713 14:00,0.12,COOP:317069,RALEIGH AIRPORT NC US
20130713 15:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130713 16:00,0.04,COOP:317069,RALEIGH AIRPORT NC US
20130717 02:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130717 03:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130718 15:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130721 20:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130721 21:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130721 22:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130724 18:00,0.46,COOP:317069,RALEIGH AIRPORT NC US
20130724 19:00,0.04,COOP:317069,RALEIGH AIRPORT NC US
20130724 23:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130725 06:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130727 17:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130727 18:00,0.08,COOP:317069,RALEIGH AIRPORT NC US
20130727 19:00,0.04,COOP:317069,RALEIGH AIRPORT NC US
20130727 20:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130728 22:00,0.04,COOP:317069,RALEIGH AIRPORT NC US
20130728 23:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20130729 00:00,0.4,COOP:317069,RALEIGH AIRPORT NC US
20130729 01:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20130729 04:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130731 04:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130731 05:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130731 06:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130731 07:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130731 08:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130731 09:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130731 15:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130731 22:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130731 23:00,0.22,COOP:317069,RALEIGH AIRPORT NC US
20130801 00:00,0.29,COOP:317069,RALEIGH AIRPORT NC US
20130801 01:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130801 06:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130801 07:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130801 13:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130801 15:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130801 17:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130802 01:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20130802 02:00,0.75,COOP:317069,RALEIGH AIRPORT NC US
20130802 03:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130803 18:00,2.04,COOP:317069,RALEIGH AIRPORT NC US
20130803 19:00,0.26,COOP:317069,RALEIGH AIRPORT NC US
20130806 03:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130806 04:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130806 05:00,0.03,COOP:317069,RALEIGH AIRPORT NC US
20130806 06:00,0.04,COOP:317069,RALEIGH AIRPORT NC US
20130806 07:00,0.06,COOP:317069,RALEIGH AIRPORT NC US
20130806 08:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130813 00:00,0.66,COOP:317069,RALEIGH AIRPORT NC US
20130813 01:00,0.04,COOP:317069,RALEIGH AIRPORT NC US
20130813 02:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130813 03:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130813 04:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20130813 15:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130813 16:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130813 18:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130813 19:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130817 08:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130817 09:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130817 13:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130817 14:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130817 17:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20130817 18:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130817 19:00,0.05,COOP:317069,RALEIGH AIRPORT NC US
20130817 20:00,0.05,COOP:317069,RALEIGH AIRPORT NC US
20130817 21:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130817 22:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20130817 23:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20130818 00:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130818 02:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130818 04:00,0.05,COOP:317069,RALEIGH AIRPORT NC US
20130819 03:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130819 04:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130819 05:00,0.35,COOP:317069,RALEIGH AIRPORT NC US
20130819 06:00,0.13,COOP:317069,RALEIGH AIRPORT NC US
20130819 07:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20130819 08:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20130819 09:00,0.04,COOP:317069,RALEIGH AIRPORT NC US
20130819 10:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130819 11:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130819 12:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130819 13:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130819 15:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130819 16:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20130819 17:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130820 22:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130821 02:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130821 03:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130821 16:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130821 17:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130821 19:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130821 20:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130823 15:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130823 22:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130823 23:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130828 13:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130828 14:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130828 16:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130901 01:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130901 14:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130901 17:00,0.21,COOP:317069,RALEIGH AIRPORT NC US
20130901 18:00,0.4,COOP:317069,RALEIGH AIRPORT NC US
20130901 19:00,0.49,COOP:317069,RALEIGH AIRPORT NC US
20130901 20:00,0.03,COOP:317069,RALEIGH AIRPORT NC US
20130901 21:00,0.03,COOP:317069,RALEIGH AIRPORT NC US
20130903 11:00,0.28,COOP:317069,RALEIGH AIRPORT NC US
20130903 12:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20130912 19:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130912 20:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130916 04:00,0.05,COOP:317069,RALEIGH AIRPORT NC US
20130916 05:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130920 02:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130920 05:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130920 06:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130920 07:00,0.15,COOP:317069,RALEIGH AIRPORT NC US
20130920 08:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20130920 13:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130920 14:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130920 15:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130920 16:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130920 17:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130921 02:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20130921 03:00,0.03,COOP:317069,RALEIGH AIRPORT NC US
20130921 04:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130921 14:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130921 16:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20130921 17:00,0.07,COOP:317069,RALEIGH AIRPORT NC US
20130921 18:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20130921 19:00,0,COOP:317069,RALEIGH AIRPORT NC US
20130921 21:00,0.08,COOP:317069,RALEIGH AIRPORT NC US
20130921 22:00,0.04,COOP:317069,RALEIGH AIRPORT NC US
20130921 23:00,0.39,COOP:317069,RALEIGH AIRPORT NC US
20130922 00:00,0.11,COOP:317069,RALEIGH AIRPORT NC US
20130922 01:00,0.08,COOP:317069,RALEIGH AIRPORT NC US
20130922 02:00,0.03,COOP:317069,RALEIGH AIRPORT NC US
20130922 03:00,0.19,COOP:317069,RALEIGH AIRPORT NC US
20130922 04:00,0.08,COOP:317069,RALEIGH AIRPORT NC US
20130922 05:00,0.05,COOP:317069,RALEIGH AIRPORT NC US
20131001 01:00,0,COOP:317069,RALEIGH AIRPORT NC US
20131007 04:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20131007 05:00,0,COOP:317069,RALEIGH AIRPORT NC US
20131007 07:00,0,COOP:317069,RALEIGH AIRPORT NC US
20131007 08:00,0.04,COOP:317069,RALEIGH AIRPORT NC US
20131007 09:00,0.01,COOP:317069,RALEIGH AIRPORT NC US
20131007 10:00,0.04,COOP:317069,RALEIGH AIRPORT NC US
20131007 11:00,0.28,COOP:317069,RALEIGH AIRPORT NC US
20131007 12:00,0.19,COOP:317069,RALEIGH AIRPORT NC US
20131007 13:00,0.06,COOP:317069,RALEIGH AIRPORT NC US
20131007 14:00,0.16,COOP:317069,RALEIGH AIRPORT NC US
20131007 15:00,0.07,COOP:317069,RALEIGH AIRPORT NC US
20131007 16:00,0,COOP:317069,RALEIGH AIRPORT NC US
20131007 20:00,0,COOP:317069,RALEIGH AIRPORT NC US
20131007 21:00,0,COOP:317069,RALEIGH AIRPORT NC US
20131008 18:00,0,COOP:317069,RALEIGH AIRPORT NC US
20131008 19:00,0,COOP:317069,RALEIGH AIRPORT NC US
20131009 06:00,0,COOP:317069,RALEIGH AIRPORT NC US
20131009 07:00,0,COOP:317069,RALEIGH AIRPORT NC US
20131009 12:00,0,COOP:317069,RALEIGH AIRPORT NC US
20131009 13:00,0,COOP:317069,RALEIGH AIRPORT NC US
20131009 14:00,0,COOP:317069,RALEIGH AIRPORT NC US
20131009 15:00,0,COOP:317069,RALEIGH AIRPORT NC US
20131009 18:00,0,COOP:317069,RALEIGH AIRPORT NC US
20131009 19:00,0.02,COOP:317069,RALEIGH AIRPORT NC US
20131009 20:00,0.09,COOP:317069,RALEIGH AIRPORT NC US
20131009 21:00,0.05,COOP:317069,RALEIGH AIRPORT NC US
