date,price
6/28/18 15:30,19.2847
6/28/18 15:35,18.139286
6/28/18 15:40,18.58203
6/28/18 15:45,18.750326
6/28/18 15:50,18.750326
6/28/18 15:55,18.821296
6/28/18 16:00,17.53744
6/28/18 16:05,17.35858
6/28/18 16:10,17.403416
6/28/18 16:15,17.855736
6/28/18 16:20,17.855736
6/28/18 16:25,18.53117
6/28/18 16:30,19.143746
6/28/18 16:35,19.316043
6/28/18 16:40,19.316043
6/28/18 16:45,23.327956
6/28/18 16:50,20.421633
6/28/18 16:55,19.756883
6/28/18 17:00,18.501213
6/28/18 17:05,18.945286
6/28/18 17:10,19.857303
6/28/18 17:15,20.927703
6/28/18 17:20,21.345756
6/28/18 17:25,22.673106
6/28/18 17:30,22.9529
6/28/18 17:35,22.623586
6/28/18 17:40,22.770003
6/28/18 17:45,23.2596
6/28/18 17:50,23.330266
6/28/18 17:55,23.50259
6/28/18 18:00,19.352083
6/28/18 18:05,20.624293
6/28/18 18:10,21.271226
6/28/18 18:15,22.64463
6/28/18 18:20,22.846496
6/28/18 18:25,22.89939
6/28/18 18:30,23.06028
6/28/18 18:35,24.307066
6/28/18 18:40,25.398396
6/28/18 18:45,28.517776
6/28/18 18:50,27.96191
6/28/18 18:55,54.083143
6/28/18 19:00,29.7297
6/28/18 19:05,29.185403
6/28/18 19:10,27.861513
6/28/18 19:15,32.992313
6/28/18 19:20,31.303243
6/28/18 19:25,31.786493
6/28/18 19:30,31.581013
6/28/18 19:35,30.393016
6/28/18 19:40,33.8821
6/28/18 19:45,32.10356
6/28/18 19:50,32.21047
6/28/18 19:55,36.160136
6/28/18 20:00,27.284263
6/28/18 20:05,27.76209
6/28/18 20:10,24.25358
6/28/18 20:15,29.42701
6/28/18 20:20,27.794793
6/28/18 20:25,27.587213
6/28/18 20:30,27.515563
6/28/18 20:35,27.828653
6/28/18 20:40,27.527586
6/28/18 20:45,29.415616
6/28/18 20:50,31.646996
6/28/18 20:55,31.376533
6/28/18 21:00,29.6537
6/28/18 21:05,33.131886
6/28/18 21:10,31.53817
6/28/18 21:15,27.705103
6/28/18 21:20,30.081746
6/28/18 21:25,27.900053
6/28/18 21:30,24.84816
6/28/18 21:35,23.927986
6/28/18 21:40,22.97802
6/28/18 21:45,22.83059
6/28/18 21:50,23.040803
6/28/18 21:55,23.040803
6/28/18 22:00,34.107513
6/28/18 22:05,35.12805
6/28/18 22:10,35.37335
6/28/18 22:15,30.580596
6/28/18 22:20,34.19093
6/28/18 22:25,30.580596
6/28/18 22:30,24.1271
6/28/18 22:35,24.03584
6/28/18 22:40,22.475336
6/28/18 22:45,22.321633
6/28/18 22:50,22.321633
6/28/18 22:55,21.722486
6/28/18 23:00,27.852496
6/28/18 23:05,27.852496
6/28/18 23:10,25.86555
6/28/18 23:15,27.38685
6/28/18 23:20,27.53988
6/28/18 23:25,25.5024
6/28/18 23:30,22.447693
6/28/18 23:35,23.57824
6/28/18 23:40,22.279053
6/28/18 23:45,20.647893
6/28/18 23:50,20.859763
6/28/18 23:55,25.68295
